STATEFP,ELSDLEA,GEOID,NAME,LSAD,LOGRADE,HIGRADE,MTFCC,SDTYP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,UNSDLEA,layer,path
"41",,"4106750",Jewell School District 8,"00",KG,"12",G5420,,E,"693512027","302443","+45.9030945","-123.5574721","06750",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4106780",John Day School District 3,"00",KG,"12",G5420,,E,"3781862032","530236","+44.2137154","-119.1141867","06780",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4106820",Jordan Valley School District 3,"00",KG,"12",G5420,,E,"3797491610","48730177","+43.0672871","-117.2747209","06820",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4106870",Joseph School District 6,"00",KG,"12",G5420,,E,"3475117564","12099512","+45.4357264","-116.9015554","06870",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4106900",Three Rivers School District,"00",KG,"12",G5420,,E,"4423622542","5623550","+42.3491489","-123.5215715","06900",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4106930",Junction City School District 69,"00",KG,"12",G5420,,E,"422754775","1979034","+44.2061790","-123.3070442","06930",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4107020",Klamath County School District,"00",KG,"12",G5420,,E,"15203477079","502260489","+42.6837613","-121.6461682","07020",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4107080",Klamath Falls City Schools,"00",KG,"12",G5420,,E,"188162731","1426100","+42.2640991","-121.8038001","07080",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4107200",La Grande School District 1,"00",KG,"12",G5420,,E,"2060618140","675506","+45.2662958","-118.2891073","07200",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4107230",Lake Oswego School District 7J,"00",KG,"12",G5420,,E,"33479066","2266191","+45.4123049","-122.6991542","07230",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4107280",Lakeview School District 7,"00",KG,"12",G5420,,E,"4627827649","259637865","+42.3653864","-120.4003130","07280",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4107380",Lebanon Community School District 9,"00",KG,"12",G5420,,E,"625021035","3151517","+44.5322410","-122.8210443","07380",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4107500",Lincoln County School District,"00",KG,"12",G5420,,E,"2802922962","608909992","+44.6066258","-123.9130127","07500",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4107530",Long Creek School District 17,"00",KG,"12",G5420,,E,"2152066729","18184","+44.7773512","-119.0063990","07530",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4107590",Lowell School District 71,"00",KG,"12",G5420,,E,"809780271","27524704","+43.9411012","-122.5839671","07590",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4107710",Mapleton School District 32,"00",KG,"12",G5420,,E,"652501606","1456340","+44.0789022","-123.8424478","07710",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4107740",Marcola School District 79J,"00",KG,"12",G5420,,E,"302449509","0","+44.2142994","-122.7868321","07740",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4107880",McDermitt School District 51,"00",KG,"12",G5420,,E,"7185158478","282522","+42.3071136","-117.6338573","07880",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4107980",McKenzie School District 68,"00",KG,"12",G5420,,E,"1981925368","13743913","+44.1224463","-122.1506889","07980",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4108010",McMinnville School District 40,"00",KG,"12",G5420,,E,"305489237","127197","+45.2119166","-123.2820914","08010",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4108040",Medford School District 549,"00",KG,"12",G5420,,E,"949436846","4246518","+42.2053810","-122.9932690","08040",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4108100",Santiam Canyon School District 129J,"00",KG,"12",G5420,,E,"2094408169","17531962","+44.7133366","-122.1936128","08100",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4108160",Milton-Freewater School District 7,"00",KG,"12",G5420,,E,"927913310","47030","+45.9380393","-118.2690376","08160",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4108280",Mitchell School District 55,"00",KG,"12",G5420,,E,"1643398452","694283","+44.5177771","-120.0161252","08280",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4108310",Molalla River School District 35,"00",KG,"12",G5420,,E,"538132925","676827","+45.0844293","-122.5192688","08310",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4108430",Monroe School District 1J,"00",KG,"12",G5420,,E,"339807258","1111210","+44.3502692","-123.3924742","08430",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4108460",Monument School District 8,"00",KG,"12",G5420,,E,"1398100106","53512","+44.7604868","-119.4806565","08460",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4108520",Morrow School District 1,"00",KG,"12",G5420,,E,"4267842380","44372276","+45.3869477","-119.5259175","08520",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4108550",Mount Angel School District 91,"00",KG,"12",G5420,,E,"34593525","88697","+45.0653929","-122.7958424","08550",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4108650",Neah-Kah-Nie School District 56,"00",KG,"12",G5420,,E,"1025276457","171603118","+45.6788700","-123.7371662","08650",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4108700",Nestucca Valley School District 101J,"00",KG,"12",G5420,,E,"965332543","223552896","+45.2455382","-123.7604604","08700",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4108720",Newberg School District 29J,"00",KG,"12",G5420,,E,"209110886","1876748","+45.3207227","-122.9824492","08720",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4108820",North Bend School District 13,"00",KG,"12",G5420,,E,"468961120","128839595","+43.5187797","-124.1486544","08820",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4108830",North Clackamas School District 12,"00",KG,"12",G5420,,E,"104166865","2146113","+45.4263655","-122.5519442","08830",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4108880",North Marion School District 15,"00",KG,"12",G5420,,E,"113138664","602493","+45.2164059","-122.8145496","08880",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4108940",North Powder School District 8J,"00",KG,"12",G5420,,E,"622483333","1977657","+45.0533247","-118.0396013","08940",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4109000",Nyssa School District 26,"00",KG,"12",G5420,,E,"952471136","8752127","+43.7777878","-117.2994213","09000",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4109120",Oakland School District 1,"00",KG,"12",G5420,,E,"698624514","4182662","+43.4465982","-123.3919808","09120",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4109150",Oakridge School District 76,"00",KG,"12",G5420,,E,"2175218537","41169424","+43.7085078","-122.2768999","09150",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4109270",Ontario School District 8,"00",KG,"12",G5420,,E,"319547455","4957736","+44.0588435","-117.0140695","09270",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4109330",Oregon City School District 62,"00",KG,"12",G5420,,E,"202138940","2773763","+45.3314353","-122.5128817","09330",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4109430",Paisley School District 11,"00",KG,"12",G5420,,E,"3555355781","133284671","+42.7897884","-120.7853255","09430",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4109480",Parkrose School District 3,"00",KG,"12",G5420,,E,"29137707","5073618","+45.5685716","-122.5620702","09480",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4109510",Pendleton School District 16,"00",KG,"12",G5420,,E,"1961190011","4583615","+45.6172535","-118.6200325","09510",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4109530",Perrydale School District 21,"00",KG,"12",G5420,,E,"141077254","284489","+45.0178623","-123.3017335","09530",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4109600",Philomath School District 17J,"00",KG,"12",G5420,,E,"530289742","809598","+44.5957682","-123.4770613","09600",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4109630",Phoenix-Talent School District 4,"00",KG,"12",G5420,,E,"358030079","53663","+42.1632200","-122.8117840","09630",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4109660",Pilot Rock School District 2,"00",KG,"12",G5420,,E,"1608959092","103091","+45.4092940","-118.8535816","09660",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4109720",Pine-Eagle School District 61,"00",KG,"12",G5420,,E,"1652080708","18794161","+44.8900891","-117.1323641","09720",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4109750",Pinehurst School District 94,"00",KG,"12",G5420,,E,"242989792","187663","+42.0961079","-122.3534106","09750",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4109870",Pleasant Hill School District 1,"00",KG,"12",G5420,,E,"277699931","1279099","+43.9054748","-122.8664390","09870",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4109960",Plush School District 18,"00",KG,"12",G5420,,E,"3531836833","112664194","+42.4238067","-119.7767205","09960",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4110020",Port Orford-Langlois School District 2J,"00",KG,"12",G5420,,E,"914484169","419843651","+42.8422294","-124.4027957","10020",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4110040",Portland School District 1J,"00",KG,"12",G5420,,E,"350627993","27232139","+45.5584071","-122.7274106","10040",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4110080",Powers School District 31,"00",KG,"12",G5420,,E,"532935292","730784","+42.8012883","-124.0124053","10080",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4110110",Prairie City School District 4,"00",KG,"12",G5420,,E,"3315574378","1259805","+44.4924642","-118.5390746","10110",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4110200",Prospect School District 59,"00",KG,"12",G5420,,E,"646185659","10157907","+42.8308193","-122.4246084","10200",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4110350",Redmond School District 2J,"00",KG,"12",G5420,,E,"1421449743","1925468","+44.2176464","-121.3732182","10350",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4110410",Reedsport School District 105,"00",KG,"12",G5420,,E,"1194427650","183674996","+43.7389235","-123.9078868","10410",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4110520",Reynolds School District 7,"00",KG,"12",G5420,,E,"65190858","20471723","+45.5520968","-122.4412559","10520",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4110530",Riddle School District 70,"00",KG,"12",G5420,,E,"360307235","240125","+42.8916338","-123.5119292","10530",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4110560",Riverdale School District 51J,"00",KG,"12",G5420,,E,"4407531","511705","+45.4454998","-122.6613922","10560",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4110680",Rogue River School District 35,"00",KG,"12",G5420,,E,"653520480","731200","+42.5854261","-123.1092812","10680",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4110710",Roseburg School District 4,"00",KG,"12",G5420,,E,"856406484","8384775","+43.2820696","-123.4698347","10710",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4110820",Salem-Keizer School District 24J,"00",KG,"12",G5420,,E,"439215495","6168721","+44.9449465","-123.0280604","10820",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4110890",Oregon Trail School District 46,"00",KG,"12",G5420,,E,"1103098952","5930682","+45.3239840","-121.9904531","10890",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4110980",Scappoose School District 1J,"00",KG,"12",G5420,,E,"340374735","34462764","+45.7750291","-122.9178778","10980",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4111040",Scio School District 95,"00",KG,"12",G5420,,E,"278252876","389320","+44.6836948","-122.7558049","11040",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4111100",Seaside School District 10,"00",KG,"12",G5420,,E,"513077069","244594586","+45.9094109","-123.8912039","11100",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4111220",Sheridan School District 48J,"00",KG,"12",G5420,,E,"163111051","163105","+45.1438782","-123.4000475","11220",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4111250",Sherman School District 1,"00",KG,"12",G5420,,E,"2157662766","19617472","+45.3992158","-120.6785124","11250",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4111290",Sherwood School District 88J,"00",KG,"12",G5420,,E,"98083973","16246","+45.3539900","-122.8452815","11290",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4111400",North Lake School District 14,"00",KG,"12",G5420,,E,"7953731775","11902992","+43.2978269","-120.6056860","11400",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4111450",Silver Falls School District 4J,"00",KG,"12",G5420,,E,"671058931","794160","+44.9584168","-122.6897009","11450",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4111490",Sisters School District 6,"00",KG,"12",G5420,,E,"702917368","482078","+44.3085420","-121.6091702","11490",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4111580",South Lane School District 45J,"00",KG,"12",G5420,,E,"1742451406","12009512","+43.6614615","-122.8421870","11580",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4111610",South Umpqua School District 19,"00",KG,"12",G5420,,E,"644783494","50423","+42.9746000","-123.2853590","11610",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4111640",Spray School District 1,"00",KG,"12",G5420,,E,"1155404725","0","+44.7807752","-119.8181365","11640",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4111670",Springfield School District 19,"00",KG,"12",G5420,,E,"469496530","5053934","+44.0891223","-122.8422781","11670",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4111720",St. Helens School District 502,"00",KG,"12",G5420,,E,"260532741","14023811","+45.9118983","-122.9043443","11720",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4111760",St. Paul School District 45,"00",KG,"12",G5420,,E,"107975550","3095674","+45.2195094","-122.9484929","11760",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4111790",Stanfield School District 61,"00",KG,"12",G5420,,E,"156165539","139424","+45.8104259","-119.1586160","11790",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4111940",Sutherlin School District 130,"00",KG,"12",G5420,,E,"349055798","1402763","+43.4375821","-123.1140728","11940",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4111970",Sweet Home School District 55,"00",KG,"12",G5420,,E,"2636342748","26434073","+44.3711535","-122.2897426","11970",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4112240",Tigard-Tualatin School District 23J,"00",KG,"12",G5420,,E,"62246624","10496","+45.4051652","-122.7863608","12240",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4112320",Tillamook School District 9,"00",KG,"12",G5420,,E,"876500061","200642836","+45.4567272","-123.7526299","12320",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4112360",Troy School District 54,"00",KG,"12",G5420,,E,"190064216","0","+45.9468773","-117.5259356","12360",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4112540",Ukiah School District 80,"00",KG,"12",G5420,,E,"1247552105","19696","+45.1056562","-118.8551207","12540",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4112600",Umatilla School District 6,"00",KG,"12",G5420,,E,"58437500","8270380","+45.8987053","-119.3466404","12600",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4112690",Union School District 5,"00",KG,"12",G5420,,E,"886608084","2462782","+45.1286446","-117.6518423","12690",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4112930",Vernonia School District 47J,"00",KG,"12",G5420,,E,"675308338","232604","+45.8986794","-123.2221692","12930",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4112990",Wallowa School District 12,"00",KG,"12",G5420,,E,"2369734728","1077064","+45.6369759","-117.5708304","12990",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4113080",Warrenton-Hammond School District 30,"00",KG,"12",G5420,,E,"154003432","200552188","+46.1608804","-123.8765080","13080",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4113170",West Linn School District 3J,"00",KG,"12",G5420,,E,"107416735","4622972","+45.3362910","-122.7083109","13170",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4113350",Willamina School District 30J,"00",KG,"12",G5420,,E,"672845783","223451","+45.1139191","-123.5875097","13350",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4113490",Winston-Dillard School District 116,"00",KG,"12",G5420,,E,"626949378","25846","+43.0919576","-123.5423966","13490",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4113530",Woodburn School District 103,"00",KG,"12",G5420,,E,"80684043","197914","+45.1442901","-122.8577301","13530",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4113650",Yoncalla School District 32,"00",KG,"12",G5420,,E,"411939551","244130","+43.5865635","-123.2701894","13650",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
"41",,"4199997",School District Not Defined,"00",PK,"12",G5420,,F,"1034","44132641","+41.9930425","-120.3285814","99997",tl_2019_41_unsd,E:/Downloads/tl_2019_41_unsd/tl_2019_41_unsd.shp
